practice,count_trial_sequence,datetime,correct,display_size,distractor,response_time,isRandom,PARTICIPANT,RT,BLOCK
no,301,11/1/17 10:41,1,5,absent,605.0637789,random,3031,605.0637789,3
no,302,11/1/17 10:41,1,9,present,757.5951379,random,3031,757.5951379,3
no,303,11/1/17 10:41,1,5,present,561.5664447,random,3031,561.5664447,3
no,304,11/1/17 10:41,1,9,absent,742.1624213,random,3031,742.1624213,3
no,305,11/1/17 10:41,1,9,present,598.2425866,random,3031,598.2425866,3
no,306,11/1/17 10:41,1,5,absent,629.1343683,random,3031,629.1343683,3
no,307,11/1/17 10:41,1,5,absent,967.8948166,random,3031,967.8948166,3
no,308,11/1/17 10:41,1,9,absent,861.6886403,random,3031,861.6886403,3
no,309,11/1/17 10:41,1,9,absent,620.604285,random,3031,620.604285,3
no,310,11/1/17 10:41,1,9,present,669.4212868,random,3031,669.4212868,3
no,311,11/1/17 10:41,1,9,present,1019.275839,random,3031,1019.275839,3
no,312,11/1/17 10:41,1,9,absent,590.0546921,random,3031,590.0546921,3
no,313,11/1/17 10:41,1,9,present,716.9058053,random,3031,716.9058053,3
no,314,11/1/17 10:41,1,9,absent,1037.784492,random,3031,1037.784492,3
no,315,11/1/17 10:41,1,9,present,652.4151859,random,3031,652.4151859,3
no,316,11/1/17 10:41,1,9,present,653.3893975,random,3031,653.3893975,3
no,317,11/1/17 10:41,1,9,absent,837.3223997,random,3031,837.3223997,3
no,318,11/1/17 10:41,1,5,present,1244.280741,random,3031,1244.280741,3
no,319,11/1/17 10:41,1,5,absent,709.1134811,random,3031,709.1134811,3
no,320,11/1/17 10:41,1,9,present,645.8605587,random,3031,645.8605587,3
no,321,11/1/17 10:41,1,9,absent,661.5471795,random,3031,661.5471795,3
no,322,11/1/17 10:41,1,5,absent,876.585147,random,3031,876.585147,3
no,323,11/1/17 10:41,1,9,absent,774.3103783,random,3031,774.3103783,3
no,324,11/1/17 10:41,1,5,present,660.366628,random,3031,660.366628,3
no,325,11/1/17 10:41,1,5,absent,1325.373337,random,3031,1325.373337,3
no,326,11/1/17 10:41,1,9,absent,661.8695213,random,3031,661.8695213,3
no,327,11/1/17 10:41,1,9,absent,740.8011941,random,3031,740.8011941,3
no,328,11/1/17 10:41,1,5,absent,707.7967385,random,3031,707.7967385,3
no,329,11/1/17 10:41,1,9,absent,789.3468402,random,3031,789.3468402,3
no,330,11/1/17 10:41,1,9,present,773.3785981,random,3031,773.3785981,3
no,331,11/1/17 10:41,1,5,absent,828.2920363,random,3031,828.2920363,3
no,332,11/1/17 10:41,1,5,absent,733.1495095,random,3031,733.1495095,3
no,333,11/1/17 10:41,1,5,present,1004.937785,random,3031,1004.937785,3
no,334,11/1/17 10:41,1,9,absent,589.8196083,random,3031,589.8196083,3
no,335,11/1/17 10:41,1,5,present,703.8122916,random,3031,703.8122916,3
yes,336,11/1/17 10:41,0,9,present,2000.046538,random,3031,2000.046538,4p
yes,337,11/1/17 10:41,1,5,present,1023.468337,random,3031,1023.468337,4p
yes,338,11/1/17 10:41,1,9,absent,757.1591893,random,3031,757.1591893,4p
yes,339,11/1/17 10:41,1,5,absent,573.2159215,random,3031,573.2159215,4p
yes,340,11/1/17 10:41,1,9,present,1013.911345,random,3031,1013.911345,4p
yes,341,11/1/17 10:41,1,9,present,733.8783717,random,3031,733.8783717,4p
yes,342,11/1/17 10:41,1,5,present,772.9734465,random,3031,772.9734465,4p
yes,343,11/1/17 10:41,1,5,absent,701.6688208,random,3031,701.6688208,4p
yes,344,11/1/17 10:41,1,9,absent,630.211921,random,3031,630.211921,4p
yes,345,11/1/17 10:41,1,5,present,845.5667554,random,3031,845.5667554,4p
yes,346,11/1/17 10:41,1,9,absent,1038.202646,random,3031,1038.202646,4p
yes,347,11/1/17 10:41,1,5,absent,565.1871448,random,3031,565.1871448,4p
no,348,11/1/17 10:41,1,5,absent,929.3523768,random,3031,929.3523768,4
no,349,11/1/17 10:41,1,5,absent,844.2999723,random,3031,844.2999723,4
no,350,11/1/17 10:41,1,9,absent,709.9929064,random,3031,709.9929064,4
no,351,11/1/17 10:41,1,5,absent,877.0378629,random,3031,877.0378629,4
no,352,11/1/17 10:41,1,9,absent,1086.677459,random,3031,1086.677459,4
no,353,11/1/17 10:41,1,9,present,718.5188835,random,3031,718.5188835,4
no,354,11/1/17 10:41,1,9,absent,438.221056,random,3031,438.221056,4
no,355,11/1/17 10:41,1,5,absent,813.3065605,random,3031,813.3065605,4
no,356,11/1/17 10:41,1,9,absent,686.1368694,random,3031,686.1368694,4
no,357,11/1/17 10:41,1,9,absent,637.8834526,random,3031,637.8834526,4
no,358,11/1/17 10:41,1,5,present,1268.779067,random,3031,1268.779067,4
no,359,11/1/17 10:41,0,9,present,965.5829888,random,3031,965.5829888,4
no,360,11/1/17 10:41,1,5,present,725.6925303,random,3031,725.6925303,4
no,361,11/1/17 10:41,1,5,present,877.3810783,random,3031,877.3810783,4
no,362,11/1/17 10:41,1,5,absent,789.2746384,random,3031,789.2746384,4
no,363,11/1/17 10:41,1,9,present,950.0756751,random,3031,950.0756751,4
no,364,11/1/17 10:41,1,9,present,797.6698993,random,3031,797.6698993,4
no,365,11/1/17 10:41,1,9,present,621.744116,random,3031,621.744116,4
no,366,11/1/17 10:41,1,5,absent,1059.5631,random,3031,1059.5631,4
no,367,11/1/17 10:41,1,9,absent,926.4304263,random,3031,926.4304263,4
no,368,11/1/17 10:41,1,5,absent,629.4118835,random,3031,629.4118835,4
no,369,11/1/17 10:41,1,9,absent,782.0808024,random,3031,782.0808024,4
no,370,11/1/17 10:41,1,5,absent,587.0324802,random,3031,587.0324802,4
no,371,11/1/17 10:41,1,5,present,812.9616341,random,3031,812.9616341,4
no,372,11/1/17 10:41,1,5,absent,859.7155795,random,3031,859.7155795,4
no,373,11/1/17 10:41,1,9,present,669.4507151,random,3031,669.4507151,4
no,374,11/1/17 10:41,1,9,present,621.3403331,random,3031,621.3403331,4
no,375,11/1/17 10:41,1,5,absent,797.3783544,random,3031,797.3783544,4
no,376,11/1/17 10:41,1,5,present,949.0809321,random,3031,949.0809321,4
no,377,11/1/17 10:41,1,5,present,821.0167594,random,3031,821.0167594,4
no,378,11/1/17 10:41,1,5,present,948.7691981,random,3031,948.7691981,4
no,379,11/1/17 10:41,1,5,present,771.6991353,random,3031,771.6991353,4
no,380,11/1/17 10:41,1,5,present,740.3779065,random,3031,740.3779065,4
no,381,11/1/17 10:41,1,5,present,725.5142499,random,3031,725.5142499,4
no,382,11/1/17 10:41,1,9,present,710.1243069,random,3031,710.1243069,4
no,383,11/1/17 10:41,1,9,absent,789.960727,random,3031,789.960727,4
no,384,11/1/17 10:41,1,9,absent,644.9140644,random,3031,644.9140644,4
no,385,11/1/17 10:41,1,5,present,540.8729169,random,3031,540.8729169,4
no,386,11/1/17 10:41,1,9,present,685.4285385,random,3031,685.4285385,4
no,387,11/1/17 10:41,1,5,present,972.6348164,random,3031,972.6348164,4
no,388,11/1/17 10:41,1,9,present,661.2262063,random,3031,661.2262063,4
no,389,11/1/17 10:41,1,9,present,766.1416463,random,3031,766.1416463,4
no,390,11/1/17 10:41,1,9,absent,789.8987908,random,3031,789.8987908,4
no,391,11/1/17 10:41,1,9,present,669.6293376,random,3031,669.6293376,4
no,392,11/1/17 10:41,1,9,absent,533.7067982,random,3031,533.7067982,4
no,393,11/1/17 10:41,1,5,absent,780.5354776,random,3031,780.5354776,4
no,394,11/1/17 10:41,1,9,absent,789.3259667,random,3031,789.3259667,4
no,395,11/1/17 10:41,1,9,present,653.0064883,random,3031,653.0064883,4
no,396,11/1/17 10:41,1,9,absent,1133.099824,random,3031,1133.099824,4
no,397,11/1/17 10:41,1,9,absent,661.990314,random,3031,661.990314,4
no,398,11/1/17 10:41,1,5,absent,508.900845,random,3031,508.900845,4
no,399,11/1/17 10:41,1,5,absent,884.6207675,random,3031,884.6207675,4
no,400,11/1/17 10:41,1,9,present,693.2827989,random,3031,693.2827989,4
no,401,11/1/17 10:41,1,9,present,773.282443,random,3031,773.282443,4
no,402,11/1/17 10:41,1,5,absent,692.2986638,random,3031,692.2986638,4
no,403,11/1/17 10:41,1,5,absent,701.1439031,random,3031,701.1439031,4
no,404,11/1/17 10:41,1,9,present,958.0069279,random,3031,958.0069279,4
no,405,11/1/17 10:41,1,5,present,916.8169731,random,3031,916.8169731,4
no,406,11/1/17 10:41,1,5,present,540.8681263,random,3031,540.8681263,4
no,407,11/1/17 10:41,1,5,absent,1140.583836,random,3031,1140.583836,4
no,408,11/1/17 10:41,1,5,present,540.4640012,random,3031,540.4640012,4
no,409,11/1/17 10:41,1,5,absent,820.2283563,random,3031,820.2283563,4
no,410,11/1/17 10:41,1,9,present,981.8106101,random,3031,981.8106101,4
no,411,11/1/17 10:41,0,9,present,485.7993343,random,3031,485.7993343,4
no,412,11/1/17 10:41,1,9,present,1005.612924,random,3031,1005.612924,4
no,413,11/1/17 10:41,1,9,present,805.52108,random,3031,805.52108,4
no,414,11/1/17 10:41,1,9,absent,973.4156913,random,3031,973.4156913,4
no,415,11/1/17 10:41,1,9,absent,693.2783504,random,3031,693.2783504,4
no,416,11/1/17 10:41,1,5,present,820.0524712,random,3031,820.0524712,4
no,417,11/1/17 10:41,1,5,absent,797.0033155,random,3031,797.0033155,4
no,418,11/1/17 10:41,1,5,absent,1396.852136,random,3031,1396.852136,4
no,419,11/1/17 10:41,1,9,absent,757.6399647,random,3031,757.6399647,4
no,420,11/1/17 10:41,1,9,absent,1501.298778,random,3031,1501.298778,4
no,421,11/1/17 10:41,1,9,absent,829.2549557,random,3031,829.2549557,4
no,422,11/1/17 10:41,1,9,absent,836.8135649,random,3031,836.8135649,4
no,423,11/1/17 10:41,1,5,absent,867.8887599,random,3031,867.8887599,4
no,424,11/1/17 10:41,1,5,present,668.9641225,random,3031,668.9641225,4
no,425,11/1/17 10:41,1,9,absent,477.4242625,random,3031,477.4242625,4
no,426,11/1/17 10:41,1,5,present,836.5863515,random,3031,836.5863515,4
no,427,11/1/17 10:41,1,5,present,508.3218615,random,3031,508.3218615,4
no,428,11/1/17 10:41,1,5,present,564.3337258,random,3031,564.3337258,4
no,429,11/1/17 10:41,1,5,absent,596.1962973,random,3031,596.1962973,4
no,430,11/1/17 10:41,1,5,absent,539.9948603,random,3031,539.9948603,4
no,431,11/1/17 10:41,1,5,absent,683.9352264,random,3031,683.9352264,4
no,432,11/1/17 10:41,1,5,present,444.8595195,random,3031,444.8595195,4
no,433,11/1/17 10:41,1,9,present,636.215282,random,3031,636.215282,4
no,434,11/1/17 10:41,1,9,present,773.1958692,random,3031,773.1958692,4
no,435,11/1/17 10:41,1,9,present,923.0109333,random,3031,923.0109333,4
no,436,11/1/17 10:41,1,5,present,772.2069435,random,3031,772.2069435,4
no,437,11/1/17 10:41,1,9,present,668.7249325,random,3031,668.7249325,4
no,438,11/1/17 10:41,1,5,absent,763.9530065,random,3031,763.9530065,4
no,439,11/1/17 10:41,1,9,absent,437.4850078,random,3031,437.4850078,4
no,440,11/1/17 10:41,1,5,present,732.6492294,random,3031,732.6492294,4
no,441,11/1/17 10:41,1,5,absent,551.4020674,random,3031,551.4020674,4
no,442,11/1/17 10:41,1,5,present,612.410231,random,3031,612.410231,4
no,443,11/1/17 10:41,1,5,present,636.1567676,random,3031,636.1567676,4
no,444,11/1/17 10:41,1,9,present,604.9665973,random,3031,604.9665973,4
no,445,11/1/17 10:41,1,9,absent,572.7878433,random,3031,572.7878433,4
no,446,11/1/17 10:41,1,9,absent,909.4968695,random,3031,909.4968695,4
no,447,11/1/17 10:41,1,9,absent,893.2298965,random,3031,893.2298965,4
yes,0,11/1/17 11:56,0,5,absent,2000.0438,random,3033,2000.0438,1p
yes,1,11/1/17 11:56,1,9,present,1467.194869,random,3033,1467.194869,1p
yes,2,11/1/17 11:56,0,9,absent,2000.059199,random,3033,2000.059199,1p
yes,3,11/1/17 11:56,0,5,absent,2000.059199,random,3033,2000.059199,1p
yes,4,11/1/17 11:56,0,5,present,2000.053381,random,3033,2000.053381,1p
yes,5,11/1/17 11:56,0,9,absent,2000.0438,random,3033,2000.0438,1p
yes,6,11/1/17 11:56,1,9,absent,1354.195902,random,3033,1354.195902,1p
yes,7,11/1/17 11:56,1,5,absent,1646.025494,random,3033,1646.025494,1p
yes,8,11/1/17 11:56,0,9,present,2000.041063,random,3033,2000.041063,1p
yes,9,11/1/17 11:56,1,5,present,989.8708682,random,3033,989.8708682,1p
yes,10,11/1/17 11:56,1,5,present,1758.693222,random,3033,1758.693222,1p
yes,11,11/1/17 11:56,0,9,present,2000.055777,random,3033,2000.055777,1p
no,12,11/1/17 11:56,0,5,present,2000.034219,random,3033,2000.034219,1
no,13,11/1/17 11:56,1,9,absent,1151.727557,random,3033,1151.727557,1
no,14,11/1/17 11:56,1,5,present,1542.899701,random,3033,1542.899701,1
no,15,11/1/17 11:56,1,5,present,1149.603591,random,3033,1149.603591,1
no,16,11/1/17 11:56,1,9,absent,734.23767,random,3033,734.23767,1
no,17,11/1/17 11:56,1,9,absent,702.0719192,random,3033,702.0719192,1
no,18,11/1/17 11:56,1,9,present,919.0312771,random,3033,919.0312771,1
no,19,11/1/17 11:56,1,9,present,622.7563106,random,3033,622.7563106,1
no,20,11/1/17 11:56,1,5,present,621.9802263,random,3033,621.9802263,1
no,21,11/1/17 11:56,1,5,present,661.7412005,random,3033,661.7412005,1
no,22,11/1/17 11:56,1,9,present,791.4735439,random,3033,791.4735439,1
no,23,11/1/17 11:56,1,5,present,549.4546707,random,3033,549.4546707,1
no,24,11/1/17 11:56,1,9,present,615.2117311,random,3033,615.2117311,1
no,25,11/1/17 11:56,1,5,absent,717.0727935,random,3033,717.0727935,1
no,26,11/1/17 11:56,1,9,present,566.8525779,random,3033,566.8525779,1
no,27,11/1/17 11:56,1,9,absent,1638.712234,random,3033,1638.712234,1
no,28,11/1/17 11:56,1,9,absent,734.5168961,random,3033,734.5168961,1
no,29,11/1/17 11:56,1,9,present,638.3556731,random,3033,638.3556731,1
no,30,11/1/17 11:56,1,9,present,1054.157885,random,3033,1054.157885,1
no,31,11/1/17 11:56,1,9,present,597.893554,random,3033,597.893554,1
no,32,11/1/17 11:56,1,5,present,590.0902797,random,3033,590.0902797,1
no,33,11/1/17 11:56,1,9,present,534.9865845,random,3033,534.9865845,1
no,34,11/1/17 11:56,1,5,absent,581.7015203,random,3033,581.7015203,1
no,35,11/1/17 11:56,1,5,absent,758.6829563,random,3033,758.6829563,1
no,36,11/1/17 11:56,1,5,absent,653.3661287,random,3033,653.3661287,1
no,37,11/1/17 11:56,1,9,present,942.0982267,random,3033,942.0982267,1
no,38,11/1/17 11:56,1,9,present,598.1734644,random,3033,598.1734644,1
no,39,11/1/17 11:56,1,9,absent,725.9248765,random,3033,725.9248765,1
no,40,11/1/17 11:56,1,5,absent,1278.013375,random,3033,1278.013375,1
no,41,11/1/17 11:56,1,9,absent,750.7612846,random,3033,750.7612846,1
no,42,11/1/17 11:56,1,5,absent,581.6515608,random,3033,581.6515608,1
no,43,11/1/17 11:56,1,9,absent,647.3993819,random,3033,647.3993819,1
no,44,11/1/17 11:56,1,5,absent,669.2915973,random,3033,669.2915973,1
no,45,11/1/17 11:56,1,5,absent,453.1688911,random,3033,453.1688911,1
no,46,11/1/17 11:56,1,9,absent,613.8002021,random,3033,613.8002021,1
no,47,11/1/17 11:56,1,5,present,686.0013626,random,3033,686.0013626,1
no,48,11/1/17 11:56,1,5,absent,672.7822656,random,3033,672.7822656,1
no,49,11/1/17 11:56,1,5,present,1829.604673,random,3033,1829.604673,1
no,50,11/1/17 11:56,1,9,present,494.3461849,random,3033,494.3461849,1
no,51,11/1/17 11:56,1,9,present,606.0886344,random,3033,606.0886344,1
no,52,11/1/17 11:56,1,9,present,621.8929681,random,3033,621.8929681,1
no,53,11/1/17 11:56,1,9,absent,565.5892167,random,3033,565.5892167,1
no,54,11/1/17 11:56,1,5,present,789.8649141,random,3033,789.8649141,1
no,55,11/1/17 11:56,1,9,absent,894.5733299,random,3033,894.5733299,1
no,56,11/1/17 11:56,1,5,absent,693.4100931,random,3033,693.4100931,1
no,57,11/1/17 11:56,1,5,absent,749.4760233,random,3033,749.4760233,1
no,58,11/1/17 11:56,1,5,absent,669.1872297,random,3033,669.1872297,1
no,59,11/1/17 11:56,1,5,present,541.1593289,random,3033,541.1593289,1
no,60,11/1/17 11:56,1,9,absent,732.8562537,random,3033,732.8562537,1
no,61,11/1/17 11:56,1,9,absent,733.5673221,random,3033,733.5673221,1
no,62,11/1/17 11:56,1,9,present,1799.402401,random,3033,1799.402401,1
no,63,11/1/17 11:56,1,5,present,1357.250964,random,3033,1357.250964,1
no,64,11/1/17 11:56,1,5,absent,765.2950711,random,3033,765.2950711,1
no,65,11/1/17 11:56,1,5,absent,685.00354,random,3033,685.00354,1
no,66,11/1/17 11:56,1,5,present,524.8389745,random,3033,524.8389745,1
no,67,11/1/17 11:56,1,9,absent,597.4558944,random,3033,597.4558944,1
no,68,11/1/17 11:56,0,5,present,2000.060225,random,3033,2000.060225,1
no,69,11/1/17 11:56,1,5,absent,715.4812732,random,3033,715.4812732,1
no,70,11/1/17 11:56,1,5,present,1333.28748,random,3033,1333.28748,1
no,71,11/1/17 11:56,1,5,present,862.1434093,random,3033,862.1434093,1
no,72,11/1/17 11:56,1,5,absent,1100.966923,random,3033,1100.966923,1
no,73,11/1/17 11:56,0,9,present,845.6037118,random,3033,845.6037118,1
no,74,11/1/17 11:56,1,9,present,846.5351498,random,3033,846.5351498,1
no,75,11/1/17 11:56,0,9,present,2000.034219,random,3033,2000.034219,1
no,76,11/1/17 11:56,1,5,present,731.079267,random,3033,731.079267,1
no,77,11/1/17 11:56,1,9,absent,837.8274704,random,3033,837.8274704,1
no,78,11/1/17 11:56,1,9,absent,781.665043,random,3033,781.665043,1
no,79,11/1/17 11:56,1,9,absent,733.5827206,random,3033,733.5827206,1
no,80,11/1/17 11:56,1,9,present,1437.310834,random,3033,1437.310834,1
no,81,11/1/17 11:56,1,9,present,1198.323069,random,3033,1198.323069,1
no,82,11/1/17 11:56,1,9,absent,616.991113,random,3033,616.991113,1
no,83,11/1/17 11:56,1,9,present,885.8834443,random,3033,885.8834443,1
no,84,11/1/17 11:56,1,5,absent,1148.955828,random,3033,1148.955828,1
no,85,11/1/17 11:56,1,9,present,1094.625822,random,3033,1094.625822,1
no,86,11/1/17 11:56,1,9,absent,781.596263,random,3033,781.596263,1
no,87,11/1/17 11:56,1,5,present,676.2650636,random,3033,676.2650636,1
no,88,11/1/17 11:56,1,5,absent,834.3344068,random,3033,834.3344068,1
no,89,11/1/17 11:56,1,9,absent,1181.92846,random,3033,1181.92846,1
no,90,11/1/17 11:56,1,9,present,733.7859807,random,3033,733.7859807,1
no,91,11/1/17 11:56,1,5,absent,699.7330585,random,3033,699.7330585,1
no,92,11/1/17 11:56,1,5,absent,852.7393756,random,3033,852.7393756,1
no,93,11/1/17 11:56,1,9,absent,965.2065811,random,3033,965.2065811,1
no,94,11/1/17 11:56,1,9,absent,661.2778768,random,3033,661.2778768,1
no,95,11/1/17 11:56,1,5,present,676.2226321,random,3033,676.2226321,1
no,96,11/1/17 11:56,1,5,present,468.9215542,random,3033,468.9215542,1
no,97,11/1/17 11:56,1,5,absent,637.0040272,random,3033,637.0040272,1
no,98,11/1/17 11:56,1,9,present,805.7633497,random,3033,805.7633497,1
no,99,11/1/17 11:56,1,5,absent,564.6923397,random,3033,564.6923397,1
no,100,11/1/17 11:56,1,9,absent,685.1999564,random,3033,685.1999564,1
no,101,11/1/17 11:56,1,5,present,1300.381917,random,3033,1300.381917,1
no,102,11/1/17 11:56,1,5,absent,660.2872402,random,3033,660.2872402,1
no,103,11/1/17 11:56,0,5,present,2000.037983,random,3033,2000.037983,1
no,104,11/1/17 11:56,1,5,absent,537.8209346,random,3033,537.8209346,1
no,105,11/1/17 11:56,0,9,absent,605.4675617,random,3033,605.4675617,1
no,106,11/1/17 11:56,0,5,present,2000.049617,random,3033,2000.049617,1
no,107,11/1/17 11:56,1,9,absent,705.173861,random,3033,705.173861,1
no,108,11/1/17 11:56,0,9,present,2000.056803,random,3033,2000.056803,1
no,109,11/1/17 11:56,1,5,absent,770.8084177,random,3033,770.8084177,1
no,110,11/1/17 11:56,0,5,present,571.7383501,random,3033,571.7383501,1
no,111,11/1/17 11:56,1,5,present,884.4311949,random,3033,884.4311949,1
yes,112,11/1/17 11:56,0,5,present,2000.050302,random,3033,2000.050302,2p
yes,113,11/1/17 11:56,0,5,present,2000.061594,random,3033,2000.061594,2p
yes,114,11/1/17 11:56,1,9,present,1990.273282,random,3033,1990.273282,2p
yes,115,11/1/17 11:56,1,9,absent,966.1773708,random,3033,966.1773708,2p
yes,116,11/1/17 11:56,1,9,absent,757.9780472,random,3033,757.9780472,2p
yes,117,11/1/17 11:56,1,5,absent,676.9781851,random,3033,676.9781851,2p
yes,118,11/1/17 11:56,1,5,present,693.7427007,random,3033,693.7427007,2p
yes,119,11/1/17 11:56,1,9,absent,606.5895989,random,3033,606.5895989,2p
yes,120,11/1/17 11:56,1,5,absent,573.5700869,random,3033,573.5700869,2p
yes,121,11/1/17 11:56,1,9,present,718.2879061,random,3033,718.2879061,2p
yes,122,11/1/17 11:56,1,5,absent,597.107204,random,3033,597.107204,2p
yes,123,11/1/17 11:56,1,9,present,1389.824262,random,3033,1389.824262,2p
no,124,11/1/17 11:56,0,9,absent,2000.045169,random,3033,2000.045169,2
no,125,11/1/17 11:56,1,9,present,809.1657333,random,3033,809.1657333,2
no,126,11/1/17 11:56,1,9,present,517.0281721,random,3033,517.0281721,2
no,127,11/1/17 11:56,1,9,present,689.7069255,random,3033,689.7069255,2
no,128,11/1/17 11:56,1,5,present,652.786803,random,3033,652.786803,2
no,129,11/1/17 11:56,1,5,present,614.6022927,random,3033,614.6022927,2
no,130,11/1/17 11:56,1,5,present,394.609773,random,3033,394.609773,2
no,131,11/1/17 11:56,0,5,absent,461.2544711,random,3033,461.2544711,2
no,132,11/1/17 11:56,1,9,absent,646.2085648,random,3033,646.2085648,2
no,133,11/1/17 11:56,1,9,present,949.9979982,random,3033,949.9979982,2
no,134,11/1/17 11:56,1,5,present,532.7674899,random,3033,532.7674899,2
no,135,11/1/17 11:56,1,5,absent,476.8603353,random,3033,476.8603353,2
no,136,11/1/17 11:56,0,5,absent,590.4293888,random,3033,590.4293888,2
no,137,11/1/17 11:56,1,9,absent,566.3512712,random,3033,566.3512712,2
no,138,11/1/17 11:56,1,5,absent,566.3355305,random,3033,566.3355305,2
no,139,11/1/17 11:56,1,5,present,646.1161738,random,3033,646.1161738,2
no,140,11/1/17 11:56,1,9,present,470.9894014,random,3033,470.9894014,2
no,141,11/1/17 11:56,1,9,absent,629.8300382,random,3033,629.8300382,2
no,142,11/1/17 11:56,1,5,absent,469.8132983,random,3033,469.8132983,2
no,143,11/1/17 11:56,1,5,absent,548.7333367,random,3033,548.7333367,2
no,144,11/1/17 11:56,1,9,present,509.2765683,random,3033,509.2765683,2
no,145,11/1/17 11:56,1,5,present,533.4795848,random,3033,533.4795848,2
no,146,11/1/17 11:56,1,9,present,654.3358919,random,3033,654.3358919,2
no,147,11/1/17 11:56,1,9,present,582.8437467,random,3033,582.8437467,2
no,148,11/1/17 11:56,1,9,present,429.8942328,random,3033,429.8942328,2
no,149,11/1/17 11:56,1,5,absent,460.8814853,random,3033,460.8814853,2
no,150,11/1/17 11:56,1,5,present,588.6763554,random,3033,588.6763554,2
no,151,11/1/17 11:56,0,5,absent,453.7403464,random,3033,453.7403464,2
no,152,11/1/17 11:56,0,5,present,534.3952822,random,3033,534.3952822,2
no,153,11/1/17 11:56,1,5,present,486.3393083,random,3033,486.3393083,2
no,154,11/1/17 11:56,1,5,absent,518.153289,random,3033,518.153289,2
no,155,11/1/17 11:56,1,5,absent,677.1862359,random,3033,677.1862359,2
no,156,11/1/17 11:56,1,5,absent,676.7814265,random,3033,676.7814265,2
no,157,11/1/17 11:56,1,5,present,636.7063229,random,3033,636.7063229,2
no,158,11/1/17 11:56,1,9,absent,526.5557359,random,3033,526.5557359,2
no,159,11/1/17 11:56,1,9,absent,662.4591127,random,3033,662.4591127,2
no,160,11/1/17 11:56,1,5,present,524.5477718,random,3033,524.5477718,2
no,161,11/1/17 11:56,1,9,present,643.1771138,random,3033,643.1771138,2
no,162,11/1/17 11:56,1,5,absent,829.1906242,random,3033,829.1906242,2
no,163,11/1/17 11:56,1,9,absent,542.757693,random,3033,542.757693,2
no,164,11/1/17 11:56,1,9,absent,566.6725865,random,3033,566.6725865,2
no,165,11/1/17 11:56,1,9,present,579.5744745,random,3033,579.5744745,2
no,166,11/1/17 11:56,1,9,absent,557.1809525,random,3033,557.1809525,2
no,167,11/1/17 11:56,1,9,present,678.2268322,random,3033,678.2268322,2
no,168,11/1/17 11:56,1,9,absent,614.1160424,random,3033,614.1160424,2
no,169,11/1/17 11:56,1,9,present,551.6895061,random,3033,551.6895061,2
no,170,11/1/17 11:56,1,9,present,502.6500815,random,3033,502.6500815,2
no,171,11/1/17 11:56,1,5,present,500.7437474,random,3033,500.7437474,2
no,172,11/1/17 11:56,1,9,absent,630.6266538,random,3033,630.6266538,2
no,173,11/1/17 11:56,1,9,absent,526.1783016,random,3033,526.1783016,2
no,174,11/1/17 11:56,1,9,absent,678.2610511,random,3033,678.2610511,2
no,175,11/1/17 11:56,0,5,present,564.1554454,random,3033,564.1554454,2
no,176,11/1/17 11:56,1,5,present,524.9628469,random,3033,524.9628469,2
no,177,11/1/17 11:56,1,9,absent,574.8926468,random,3033,574.8926468,2
no,178,11/1/17 11:56,1,5,present,589.8945477,random,3033,589.8945477,2
no,179,11/1/17 11:56,1,5,absent,612.7216229,random,3033,612.7216229,2
no,180,11/1/17 11:56,1,5,absent,572.7214586,random,3033,572.7214586,2
no,181,11/1/17 11:56,1,9,absent,814.3112269,random,3033,814.3112269,2
no,182,11/1/17 11:56,1,9,absent,662.075519,random,3033,662.075519,2
no,183,11/1/17 11:56,1,5,absent,493.9502724,random,3033,493.9502724,2
no,184,11/1/17 11:56,1,9,absent,718.6095636,random,3033,718.6095636,2
no,185,11/1/17 11:56,1,9,absent,566.5271563,random,3033,566.5271563,2
no,186,11/1/17 11:56,1,5,present,951.5963623,random,3033,951.5963623,2
no,187,11/1/17 11:56,1,9,present,621.3358847,random,3033,621.3358847,2
no,188,11/1/17 11:56,1,9,absent,389.342118,random,3033,389.342118,2
no,189,11/1/17 11:56,1,9,present,694.1040521,random,3033,694.1040521,2
no,190,11/1/17 11:56,1,9,present,645.8451602,random,3033,645.8451602,2
no,191,11/1/17 11:56,1,9,present,750.7934504,random,3033,750.7934504,2
no,192,11/1/17 11:56,1,9,absent,653.6614377,random,3033,653.6614377,2
no,193,11/1/17 11:56,1,9,absent,565.4088832,random,3033,565.4088832,2
no,194,11/1/17 11:56,1,9,present,694.3292123,random,3033,694.3292123,2
no,195,11/1/17 11:56,1,5,present,660.292373,random,3033,660.292373,2
no,196,11/1/17 11:56,1,5,absent,620.2251397,random,3033,620.2251397,2
no,197,11/1/17 11:56,0,5,absent,603.9882794,random,3033,603.9882794,2
no,198,11/1/17 11:56,1,5,absent,764.9819684,random,3033,764.9819684,2
no,199,11/1/17 11:56,1,5,present,704.7184077,random,3033,704.7184077,2
no,200,11/1/17 11:56,1,5,present,596.6123989,random,3033,596.6123989,2
no,201,11/1/17 11:56,1,5,present,731.3246164,random,3033,731.3246164,2
no,202,11/1/17 11:56,1,5,present,772.3629816,random,3033,772.3629816,2
no,203,11/1/17 11:56,1,5,present,706.0354925,random,3033,706.0354925,2
no,204,11/1/17 11:56,1,9,present,1060.776502,random,3033,1060.776502,2
